pcap_file,source,src_ip,window_start,label,n_packets,duration_sec,query_rate,unique_qnames,unique_subdomains,unique_qname_ratio,iat_mean,iat_std,iat_min,iat_max,payload_mean,payload_std,payload_max,entropy_mean,entropy_std,subdomain_entropy_mean,txt_frac,null_frac,aaaa_frac,a_frac,any_frac,tunnel_type_frac,top_base_frac,tcp_frac,avg_qname_len,avg_subdomain_len,avg_label_count,avg_max_label_len,avg_b64_ratio,avg_hex_ratio,avg_numeric_ratio,avg_consonant_ratio,avg_unique_char_ratio,n_responses,avg_answer_count,avg_rdata_len,nxdomain_frac
DNS-shell.pcap,tunnel,192.168.68.62,1693882093.324196,1,17,4.8664610385894775,3.4932982849745318,9,9,0.5294117647058824,0.30415381491184235,0.1291567155747579,0.06418299674987793,0.6075160503387451,91.82352941176471,14.91243182171742,98.0,3.753419671436954,0.2605173266301766,3.4618893239139403,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,73.82352941176471,63.8235294117647,5.882352941176471,45.1764705882353,0.9515527950310558,0.8801364023870418,0.7280477408354646,0.6458198664081016,0.2668858847886981,0,0.0,0.0,0.0
DNS-shell.pcap,tunnel,192.168.68.62,1693882098.324196,1,38,9.919245958328247,3.830936359441215,19,19,0.5,0.26808772860346614,0.1098735787812973,0.0568540096282959,0.6075160503387451,95.26315789473684,10.45210684006444,99.0,3.5925344248326674,0.24997263478322276,3.266215108751614,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,77.26315789473684,67.26315789473684,5.947368421052632,47.8421052631579,0.9546565433792686,0.8911474951923593,0.7363080082324611,0.5204357046462307,0.23434566207312518,0,0.0,0.0,0.0
DNS-shell.pcap,tunnel,192.168.68.62,1693882103.324196,1,44,9.590561151504517,4.587844163122563,23,23,0.5227272727272727,0.22303630584894224,0.08033698264717148,0.05164909362792969,0.4386730194091797,98.31818181818181,0.6664944681188718,99.0,3.491277081095097,0.15147084482491427,3.1426082778253677,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,80.31818181818181,70.31818181818181,6.0,50.0,0.9573329303886561,0.9004435042401974,0.7401652338272057,0.408813142481873,0.20905472359850802,0,0.0,0.0,0.0
DNS-shell.pcap,tunnel,192.168.68.62,1693882108.324196,1,42,9.716985940933228,4.32232795800117,21,21,0.5,0.23699965709593238,0.10209590254382477,0.05164909362792969,0.6891341209411621,98.61904761904762,0.5753831415997416,99.0,3.6304229574440297,0.1871686865063377,3.318145145095494,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,80.61904761904762,70.61904761904762,6.0,50.0,0.957515694581568,0.900869954023659,0.7229038829248785,0.3769721923857262,0.21773859166038323,0,0.0,0.0,0.0
DNS-shell.pcap,tunnel,192.168.68.62,1693882113.324196,1,44,9.71825909614563,4.52755988132184,23,23,0.5227272727272727,0.22600602549175883,0.09257101930909653,0.05236411094665527,0.6891341209411621,98.47727272727273,0.4994832039962706,99.0,3.7277678641995653,0.11815402585838547,3.446294050023165,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,80.47727272727273,70.47727272727273,6.0,50.0,0.9574309493323576,0.9006722151088348,0.7113910737150173,0.3600002680498037,0.22701207243460758,0,0.0,0.0,0.0
DNS-shell.pcap,tunnel,192.168.68.62,1693882118.324196,1,46,9.905668020248413,4.643805940797764,23,23,0.5,0.2201259560055203,0.09797088183572084,0.05236411094665527,0.6422920227050781,98.26086956521739,0.6055820990080052,99.0,3.7503102908391623,0.11141301023717001,3.4784770894237846,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,80.26086956521739,70.26086956521739,6.0,50.0,0.9572988022653882,0.9003638719525723,0.7104173877543777,0.37261090396270097,0.22836984097401036,0,0.0,0.0,0.0
DNS-shell.pcap,tunnel,192.168.68.62,1693882123.324196,1,42,9.826833009719849,4.274011775559558,22,22,0.5238095238095238,0.23967885389560606,0.11080718152720641,0.05260491371154785,0.6422920227050781,98.28571428571429,0.6998542122237651,99.0,3.9095549256306326,0.11772426222417774,3.68214145073322,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,80.28571428571429,70.28571428571429,6.0,50.0,0.957312821025532,0.9003965823929082,0.7174410160063208,0.5119734494623924,0.24091220893337942,0,0.0,0.0,0.0
DNS-shell.pcap,tunnel,192.168.68.62,1693882128.324196,1,41,9.60476803779602,4.26871318897652,21,21,0.5121951219512195,0.24011920094490052,0.08411756190868404,0.05260491371154785,0.5183310508728027,98.51219512195122,0.5894168767607109,99.0,3.9697128958467136,0.09710443883020008,3.76745210536532,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,80.51219512195122,70.51219512195122,6.0,50.0,0.9574511757714901,0.9007194101334768,0.7511754158745331,0.6744229109006726,0.2484129236358412,0,0.0,0.0,0.0
DNS-shell.pcap,tunnel,192.168.68.62,1693882133.324196,1,42,9.712975978851318,4.324112413275733,22,22,0.5238095238095238,0.23690185314271509,0.08517670144281365,0.0655660629272461,0.48668694496154785,98.52380952380952,0.49943278484292936,99.0,3.8913427668827514,0.1431964161934461,3.67038306387866,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,80.52380952380952,70.52380952380952,6.0,50.0,0.9574590399540096,0.9007377598926896,0.7703937913193447,0.6531148006988342,0.2397144773402318,0,0.0,0.0,0.0
DNS-shell.pcap,tunnel,192.168.68.62,1693882138.324196,1,47,9.905107021331787,4.7450269743456674,24,24,0.5106382978723404,0.21532841350721277,0.08209567576327537,0.05247902870178223,0.48668694496154785,98.61702127659575,0.8135342252895814,100.0,3.8461140148752424,0.14539390422306403,3.605518252557351,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,80.61702127659575,70.61702127659575,6.0,50.0,0.9575117060674254,0.9008606474906588,0.7749516318798803,0.7104199235613503,0.23504758637134757,0,0.0,0.0,0.0
