pcap_file,source,src_ip,window_start,label,n_packets,duration_sec,query_rate,unique_qnames,unique_subdomains,unique_qname_ratio,iat_mean,iat_std,iat_min,iat_max,payload_mean,payload_std,payload_max,entropy_mean,entropy_std,subdomain_entropy_mean,txt_frac,null_frac,aaaa_frac,a_frac,any_frac,tunnel_type_frac,top_base_frac,tcp_frac,avg_qname_len,avg_subdomain_len,avg_label_count,avg_max_label_len,avg_b64_ratio,avg_hex_ratio,avg_numeric_ratio,avg_consonant_ratio,avg_unique_char_ratio,n_responses,avg_answer_count,avg_rdata_len,nxdomain_frac
normal_00003_20230805162300.pcap,normal,192.168.68.62,1691223780.596721,0,79,9.987593173980713,7.909813568078414,78,3,0.9873417721518988,0.12804606633308607,0.12631902031300027,0.0,0.4829070568084717,32.0,4.952943121985175,49.0,3.2977539868911223,0.3147556983271631,0.036144158762120675,0.0,0.0,0.0,1.0,0.0,0.0,0.02531645569620253,0.0,14.0,0.26582278481012656,2.050632911392405,9.721518987341772,0.05063291139240506,0.0031645569620253164,0.0,0.04535864978902954,0.02109704641350211,0,0.0,0.0,0.0
normal_00003_20230805162300.pcap,normal,192.168.68.62,1691223785.596721,0,77,9.758552074432373,7.890514844076279,76,7,0.987012987012987,0.12840200097937332,0.14276052225483735,0.0,0.598444938659668,31.61038961038961,4.827292118657529,46.0,3.2508885570872113,0.36813059236063783,0.1874481490021899,0.0,0.0,0.0,1.0,0.0,0.0,0.025974025974025976,0.0,13.61038961038961,0.8181818181818182,2.116883116883117,9.220779220779221,0.11601731601731602,0.022943722943722943,0.0,0.0875077303648732,0.07121212121212121,0,0.0,0.0,0.0
normal_00003_20230805162300.pcap,normal,192.168.68.62,1691223790.596721,0,72,9.944163084030151,7.240428318762043,72,9,1.0,0.14005863498634016,0.14967885901245942,0.0,0.7088611125946045,31.34722222222222,4.49122515524013,44.0,3.2316324762894078,0.3413779051136979,0.26247358281938005,0.0,0.0,0.0,1.0,0.0,0.0,0.027777777777777776,0.0,13.347222222222221,0.9722222222222222,2.138888888888889,9.041666666666666,0.13796296296296295,0.03146043771043771,0.0,0.095247113997114,0.09762205387205386,0,0.0,0.0,0.0
normal_00003_20230805162300.pcap,normal,192.168.68.62,1691223795.596721,0,75,9.317291975021362,8.049549182430557,73,7,0.9733333333333334,0.12590935101380218,0.16558416338311646,0.0,0.8563799858093262,32.693333333333335,4.805478355192355,45.0,3.316300622665697,0.3119877951199057,0.21285113629078667,0.0,0.0,0.0,1.0,0.0,0.0,0.02666666666666667,0.0,14.693333333333333,0.5733333333333334,2.1066666666666665,10.306666666666667,0.10666666666666667,0.027313131313131317,0.0,0.08270707070707072,0.09171717171717172,0,0.0,0.0,0.0
normal_00003_20230805162300.pcap,normal,192.168.68.62,1691223800.596721,0,78,9.696855783462524,8.043844493699172,76,6,0.9743589743589743,0.1259331919930198,0.1708307725501364,0.0,0.8563799858093262,32.96153846153846,5.167557345128101,46.0,3.308867167087592,0.355599107271079,0.18982841649105558,0.0,0.0,0.0,1.0,0.0,0.0,0.02564102564102564,0.0,14.961538461538462,0.6794871794871795,2.08974358974359,10.64102564102564,0.08857808857808858,0.027877677877677882,0.003496503496503496,0.07295482295482295,0.07104007104007104,0,0.0,0.0,0.0
normal_00003_20230805162300.pcap,normal,192.168.68.62,1691223805.596721,0,76,9.366726160049438,8.1138274677178,76,6,1.0,0.12488968213399251,0.14832281003338924,0.0,0.6445860862731934,32.03947368421053,4.934947313411723,46.0,3.231825249210541,0.4109594402639419,0.09317179119186976,0.0,0.0,0.0,1.0,0.0,0.0,0.02631578947368421,0.0,14.039473684210526,0.5526315789473685,2.0789473684210527,9.973684210526315,0.07775119617224881,0.015892002734108,0.003588516746411483,0.06390977443609024,0.04659375712007291,0,0.0,0.0,0.0
normal_00003_20230805162300.pcap,normal,192.168.68.62,1691223810.596721,0,74,9.77174997329712,7.572850328980676,74,5,1.0,0.133859588675303,0.1696410439552117,0.006735086441040039,0.6445860862731934,31.83783783783784,5.188414919713807,50.0,3.2254060319361537,0.45865756400484736,0.03267967343316878,0.0,0.0,0.0,1.0,0.0,0.0,0.02702702702702703,0.0,13.837837837837839,0.1891891891891892,2.0675675675675675,9.932432432432432,0.06756756756756757,0.01126126126126126,0.006756756756756757,0.06306306306306306,0.041666666666666664,0,0.0,0.0,0.0
normal_00003_20230805162300.pcap,normal,192.168.68.62,1691223815.596721,0,71,9.828993797302246,7.223526788620753,71,4,1.0,0.1404141971043178,0.17121713360521898,0.00423121452331543,0.570375919342041,32.140845070422536,5.350518665520319,50.0,3.246069185394573,0.4629729371262445,0.02112676056338028,0.0,0.0,0.0,1.0,0.0,0.0,0.028169014084507043,0.0,14.140845070422536,0.15492957746478872,2.0422535211267605,10.23943661971831,0.04225352112676056,0.02112676056338028,0.02112676056338028,0.028169014084507043,0.018779342723004695,0,0.0,0.0,0.0
normal_00003_20230805162300.pcap,normal,192.168.68.62,1691223820.596721,0,74,9.593469142913818,7.7135808639838945,74,3,1.0,0.13141738551936738,0.15064643211850684,0.00423121452331543,0.557373046875,31.7027027027027,4.534342616705135,43.0,3.2287941292033753,0.40378157574460605,0.03137740668766706,0.0,0.0,0.0,1.0,0.0,0.0,0.013513513513513514,0.0,13.702702702702704,0.12162162162162163,2.027027027027027,9.945945945945946,0.02702702702702703,0.016216216216216217,0.013513513513513514,0.008108108108108109,0.016891891891891893,0,0.0,0.0,0.0
normal_00003_20230805162300.pcap,normal,192.168.68.62,1691223825.596721,0,76,9.902298927307129,7.674985430950603,75,5,0.9868421052631579,0.13203065236409506,0.12391517921588097,0.013900995254516602,0.48107004165649414,32.44736842105263,4.499692202462021,45.0,3.3157055944310456,0.38053156902931534,0.13047084585081692,0.0,0.0,0.0,1.0,0.0,0.0,0.02631578947368421,0.0,14.447368421052632,0.47368421052631576,2.0657894736842106,10.605263157894736,0.06578947368421052,0.016118421052631577,0.006578947368421052,0.049342105263157895,0.04517543859649122,0,0.0,0.0,0.0
